Date,Close,High,Low
16/04/1999,1.4956,1.5065,1.496
19/04/1999,1.5067,1.5116,1.4955
20/04/1999,1.5069,1.5103,1.498
21/04/1999,1.5077,1.5135,1.5043
22/04/1999,1.5088,1.516,1.5025
23/04/1999,1.5111,1.5133,1.499
26/04/1999,1.514,1.5158,1.507
27/04/1999,1.5082,1.514,1.5055
28/04/1999,1.5132,1.5157,1.503
29/04/1999,1.5212,1.5217,1.511
30/04/1999,1.5224,1.5275,1.515
03/05/1999,1.5234,1.5271,1.519
04/05/1999,1.5112,1.5245,1.5103
05/05/1999,1.4943,1.5115,1.4898
06/05/1999,1.4868,1.495,1.484
07/05/1999,1.4966,1.4972,1.485
10/05/1999,1.4904,1.5005,1.4849
11/05/1999,1.501,1.5033,1.4885
12/05/1999,1.506,1.509,1.4941
13/05/1999,1.5025,1.5106,1.5015
14/05/1999,1.5058,1.5089,1.4906
17/05/1999,1.5031,1.508,1.4986
18/05/1999,1.4995,1.5039,1.4965
19/05/1999,1.5039,1.508,1.4985
20/05/1999,1.5085,1.5103,1.5
21/05/1999,1.5169,1.5215,1.5095
24/05/1999,1.5124,1.5195,1.5094
25/05/1999,1.5046,1.512,1.497
26/05/1999,1.5219,1.525,1.4995
27/05/1999,1.5241,1.531,1.5179
28/05/1999,1.5302,1.5306,1.517
31/05/1999,1.5275,1.529,1.52
01/06/1999,1.524,1.5285,1.5192
02/06/1999,1.5372,1.54,1.5225
03/06/1999,1.5401,1.5425,1.5295
04/06/1999,1.532,1.544,1.5301
07/06/1999,1.5435,1.5443,1.533
08/06/1999,1.5231,1.5445,1.5215
09/06/1999,1.5228,1.5266,1.5185
10/06/1999,1.5224,1.5265,1.5135
11/06/1999,1.5142,1.5248,1.5115
14/06/1999,1.5302,1.532,1.5185
15/06/1999,1.5311,1.5355,1.528
16/06/1999,1.5468,1.5506,1.53
17/06/1999,1.5427,1.553,1.542
18/06/1999,1.538,1.5495,1.5324
21/06/1999,1.5426,1.5487,1.535
22/06/1999,1.5462,1.5495,1.5405
23/06/1999,1.5468,1.5548,1.542
24/06/1999,1.5358,1.5503,1.5337
25/06/1999,1.5326,1.5351,1.525
28/06/1999,1.5435,1.5462,1.5305
29/06/1999,1.5506,1.552,1.5435
30/06/1999,1.5497,1.5582,1.5468
01/07/1999,1.569,1.5748,1.5435
02/07/1999,1.5677,1.5725,1.565
05/07/1999,1.57,1.572,1.567
06/07/1999,1.5664,1.5745,1.562
07/07/1999,1.5687,1.5723,1.5615
08/07/1999,1.5718,1.5794,1.5687
09/07/1999,1.5793,1.5806,1.5675
12/07/1999,1.5807,1.5893,1.5743
13/07/1999,1.5775,1.5865,1.5709
14/07/1999,1.5728,1.584,1.5696
15/07/1999,1.5742,1.5765,1.5657
16/07/1999,1.5759,1.5769,1.5703
19/07/1999,1.5579,1.5865,1.5472
20/07/1999,1.5417,1.5555,1.5354
21/07/1999,1.5262,1.5435,1.5218
22/07/1999,1.5265,1.5335,1.5185
23/07/1999,1.5272,1.5351,1.521
26/07/1999,1.5047,1.5265,1.4972
27/07/1999,1.506,1.5095,1.499
28/07/1999,1.4995,1.5092,1.495
29/07/1999,1.488,1.501,1.4858
30/07/1999,1.4899,1.4967,1.485
02/08/1999,1.495,1.5025,1.491
03/08/1999,1.4972,1.5048,1.4932
04/08/1999,1.4951,1.498,1.482
05/08/1999,1.4874,1.489,1.4763
06/08/1999,1.4878,1.4935,1.4825
09/08/1999,1.4958,1.4994,1.4905
10/08/1999,1.496,1.4965,1.4865
11/08/1999,1.5034,1.5052,1.494
12/08/1999,1.5011,1.5087,1.5002
13/08/1999,1.5101,1.5181,1.497
16/08/1999,1.5157,1.5191,1.511
17/08/1999,1.523,1.5267,1.5135
18/08/1999,1.5197,1.525,1.5154
19/08/1999,1.5035,1.529,1.5012
20/08/1999,1.4966,1.5035,1.4939
23/08/1999,1.5238,1.5305,1.4955
24/08/1999,1.5192,1.537,1.5151
25/08/1999,1.5327,1.5387,1.518
26/08/1999,1.5335,1.5382,1.53
27/08/1999,1.5313,1.5355,1.527
30/08/1999,1.5305,1.534,1.527
31/08/1999,1.5131,1.5365,1.5076
01/09/1999,1.5117,1.5155,1.504
02/09/1999,1.4935,1.517,1.4878
03/09/1999,1.506,1.5093,1.4895
06/09/1999,1.511,1.512,1.5045
07/09/1999,1.51,1.52,1.5079
08/09/1999,1.5103,1.5148,1.5015
09/09/1999,1.5192,1.5216,1.505
10/09/1999,1.5525,1.5532,1.515
13/09/1999,1.542,1.559,1.5403
14/09/1999,1.5483,1.555,1.536
15/09/1999,1.5433,1.5586,1.5388
16/09/1999,1.5423,1.548,1.529
17/09/1999,1.5415,1.546,1.539
20/09/1999,1.5474,1.55,1.535
21/09/1999,1.5285,1.5495,1.5256
22/09/1999,1.5364,1.5439,1.521
23/09/1999,1.5363,1.543,1.529
24/09/1999,1.5321,1.5379,1.5185
27/09/1999,1.5292,1.5415,1.528
28/09/1999,1.5174,1.534,1.5129
29/09/1999,1.5043,1.5225,1.5003
30/09/1999,1.4977,1.5075,1.4935
01/10/1999,1.4797,1.497,1.479
04/10/1999,1.4828,1.49,1.477
05/10/1999,1.4788,1.493,1.4777
06/10/1999,1.4883,1.4905,1.473
07/10/1999,1.4875,1.4949,1.4814
08/10/1999,1.5021,1.5065,1.4855
11/10/1999,1.5005,1.5035,1.4965
12/10/1999,1.4802,1.5005,1.479
13/10/1999,1.4741,1.48,1.4715
14/10/1999,1.4735,1.4795,1.4671
15/10/1999,1.4566,1.476,1.4537
18/10/1999,1.4647,1.4666,1.4555
19/10/1999,1.4668,1.4752,1.465
20/10/1999,1.4826,1.4872,1.4665
21/10/1999,1.4717,1.48,1.4687
22/10/1999,1.4996,1.5014,1.474
25/10/1999,1.4985,1.504,1.4936
26/10/1999,1.5122,1.5165,1.494
27/10/1999,1.5236,1.5273,1.5035
28/10/1999,1.5233,1.5316,1.519
29/10/1999,1.5218,1.5355,1.5185
01/11/1999,1.5268,1.5305,1.514
02/11/1999,1.5283,1.5332,1.518
03/11/1999,1.5354,1.5375,1.526
04/11/1999,1.5591,1.5605,1.529
05/11/1999,1.5484,1.5604,1.5488
08/11/1999,1.5496,1.5568,1.5405
09/11/1999,1.5472,1.553,1.5413
10/11/1999,1.5397,1.5487,1.5372
11/11/1999,1.5435,1.547,1.5382
12/11/1999,1.5557,1.562,1.544
15/11/1999,1.5555,1.5596,1.553
16/11/1999,1.5515,1.5582,1.5487
17/11/1999,1.54,1.5555,1.534
18/11/1999,1.5567,1.5629,1.5355
19/11/1999,1.5553,1.5645,1.5503
22/11/1999,1.5535,1.557,1.5484
23/11/1999,1.557,1.5606,1.5485
24/11/1999,1.5725,1.5759,1.5565
25/11/1999,1.57,1.573,1.5665
26/11/1999,1.577,1.5882,1.5685
29/11/1999,1.5872,1.5984,1.5705
30/11/1999,1.5889,1.595,1.582
01/12/1999,1.5882,1.5945,1.5805
02/12/1999,1.5955,1.598,1.584
03/12/1999,1.5911,1.6,1.5908
06/12/1999,1.5638,1.5945,1.5568
07/12/1999,1.5615,1.568,1.5525
08/12/1999,1.5581,1.566,1.555
09/12/1999,1.5668,1.575,1.554
10/12/1999,1.581,1.5822,1.564
13/12/1999,1.5792,1.5849,1.576
14/12/1999,1.5909,1.597,1.5785
15/12/1999,1.5883,1.598,1.5866
16/12/1999,1.5756,1.589,1.5724
17/12/1999,1.5901,1.5933,1.5645
20/12/1999,1.5807,1.594,1.576
21/12/1999,1.5854,1.588,1.5765
22/12/1999,1.5866,1.5903,1.5835
23/12/1999,1.5809,1.59,1.5728
24/12/1999,1.5855,1.5865,1.5795
27/12/1999,1.5851,1.5891,1.5803
28/12/1999,1.5969,1.5989,1.5825
29/12/1999,1.5981,1.6009,1.588
30/12/1999,1.5933,1.6021,1.5903
31/12/1999,1.5884,1.5975,1.5877
03/01/2000,1.5617,1.5983,1.5613
04/01/2000,1.558,1.57,1.5518
05/01/2000,1.5551,1.559,1.5425
06/01/2000,1.5476,1.5623,1.543
07/01/2000,1.5646,1.568,1.5525
10/01/2000,1.5688,1.575,1.563
11/01/2000,1.5594,1.57,1.5582
12/01/2000,1.5624,1.5692,1.5608
13/01/2000,1.5717,1.5749,1.562
14/01/2000,1.5922,1.5977,1.5776
17/01/2000,1.596,1.6028,1.5905
18/01/2000,1.5941,1.6012,1.5911
19/01/2000,1.5945,1.5998,1.588
20/01/2000,1.5849,1.6037,1.5817
21/01/2000,1.595,1.6038,1.5805
24/01/2000,1.6055,1.6134,1.6015
25/01/2000,1.6096,1.6145,1.596
26/01/2000,1.6103,1.6136,1.614
27/01/2000,1.6321,1.6347,1.607
28/01/2000,1.648,1.6561,1.6305
31/01/2000,1.6587,1.663,1.6379
01/02/2000,1.6545,1.6616,1.6453
02/02/2000,1.6516,1.6614,1.6435
03/02/2000,1.6246,1.6585,1.6163
04/02/2000,1.6347,1.6486,1.617
07/02/2000,1.6387,1.647,1.633
08/02/2000,1.6304,1.641,1.6215
09/02/2000,1.6218,1.6315,1.6148
10/02/2000,1.6291,1.6328,1.6155
11/02/2000,1.6262,1.64,1.6241
14/02/2000,1.6386,1.6449,1.6195
15/02/2000,1.6369,1.6445,1.6276
16/02/2000,1.6255,1.6395,1.6242
17/02/2000,1.6227,1.6308,1.6115
18/02/2000,1.6295,1.6354,1.62
21/02/2000,1.6235,1.6275,1.622
22/02/2000,1.5999,1.623,1.5945
23/02/2000,1.607,1.6099,1.5945
24/02/2000,1.6182,1.6287,1.605
25/02/2000,1.6507,1.6553,1.621
28/02/2000,1.6533,1.7115,1.65
29/02/2000,1.6614,1.6658,1.6275
01/03/2000,1.6493,1.6675,1.6455
02/03/2000,1.6627,1.6721,1.6425
03/03/2000,1.6715,1.6751,1.66
06/03/2000,1.6774,1.6796,1.662
07/03/2000,1.6799,1.6876,1.672
08/03/2000,1.6721,1.6862,1.668
09/03/2000,1.6611,1.6725,1.6568
10/03/2000,1.6714,1.6752,1.659
13/03/2000,1.6705,1.6749,1.6555
14/03/2000,1.6668,1.6791,1.6651
15/03/2000,1.6655,1.6705,1.6585
16/03/2000,1.659,1.6705,1.6528
17/03/2000,1.6565,1.6701,1.6557
20/03/2000,1.6563,1.6682,1.654
21/03/2000,1.6716,1.6732,1.6545
22/03/2000,1.6761,1.682,1.6711
23/03/2000,1.646,1.675,1.6438
24/03/2000,1.6277,1.65,1.624
27/03/2000,1.6451,1.6497,1.621
28/03/2000,1.6543,1.6575,1.6388
29/03/2000,1.6763,1.6805,1.656
30/03/2000,1.658,1.675,1.6556
31/03/2000,1.6637,1.67,1.6545
03/04/2000,1.6505,1.6649,1.6492
04/04/2000,1.6349,1.6628,1.6105
05/04/2000,1.6359,1.6425,1.6212
06/04/2000,1.6363,1.6418,1.6318
07/04/2000,1.6454,1.651,1.633
10/04/2000,1.6369,1.648,1.6345
11/04/2000,1.6406,1.6454,1.6298
12/04/2000,1.6481,1.6565,1.6407
13/04/2000,1.6489,1.6551,1.6405
14/04/2000,1.6399,1.653,1.6314
17/04/2000,1.6466,1.6495,1.6205
18/04/2000,1.6619,1.668,1.649
19/04/2000,1.6697,1.6782,1.659
20/04/2000,1.6775,1.6808,1.6665
21/04/2000,1.675,1.6782,1.6725
24/04/2000,1.6725,1.676,1.6618
25/04/2000,1.7082,1.7143,1.671
26/04/2000,1.7023,1.714,1.7008
27/04/2000,1.7273,1.7332,1.701
28/04/2000,1.7236,1.7392,1.7163
01/05/2000,1.7061,1.723,1.7055
02/05/2000,1.7182,1.7249,1.706
03/05/2000,1.724,1.7379,1.7119
04/05/2000,1.7385,1.743,1.724
05/05/2000,1.7293,1.7397,1.7154
08/05/2000,1.7273,1.7374,1.717
09/05/2000,1.7173,1.729,1.715
10/05/2000,1.7166,1.7192,1.707
11/05/2000,1.7308,1.7317,1.7085
12/05/2000,1.6921,1.7205,1.6892
15/05/2000,1.7067,1.707,1.6925
16/05/2000,1.7186,1.7201,1.707
17/05/2000,1.7339,1.7435,1.716
18/05/2000,1.7414,1.7432,1.732
19/05/2000,1.7278,1.7503,1.7248
22/05/2000,1.719,1.7315,1.7134
23/05/2000,1.725,1.733,1.7075
24/05/2000,1.7216,1.728,1.7114
25/05/2000,1.7139,1.734,1.712
26/05/2000,1.6809,1.7145,1.6765
29/05/2000,1.6925,1.6975,1.6785
30/05/2000,1.6873,1.694,1.6715
31/05/2000,1.6842,1.6964,1.68
01/06/2000,1.6845,1.6928,1.679
02/06/2000,1.67,1.689,1.6579
05/06/2000,1.6606,1.6711,1.6603
06/06/2000,1.6451,1.6555,1.6376
07/06/2000,1.6317,1.647,1.629
08/06/2000,1.6375,1.6482,1.6182
09/06/2000,1.6418,1.6537,1.6365
12/06/2000,1.638,1.6485,1.6322
13/06/2000,1.6269,1.6395,1.6238
14/06/2000,1.6289,1.6344,1.615
15/06/2000,1.637,1.6481,1.628
16/06/2000,1.6159,1.644,1.6149
19/06/2000,1.6275,1.6301,1.6105
20/06/2000,1.6232,1.634,1.621
21/06/2000,1.639,1.6427,1.6295
22/06/2000,1.6517,1.6568,1.635
23/06/2000,1.6574,1.6598,1.646
26/06/2000,1.6505,1.665,1.6473
27/06/2000,1.6332,1.6515,1.6329
28/06/2000,1.6443,1.6475,1.6335
29/06/2000,1.6359,1.6515,1.6304
30/06/2000,1.6345,1.6375,1.6228
03/07/2000,1.6356,1.6401,1.6315
04/07/2000,1.6325,1.6415,1.6315
05/07/2000,1.6233,1.634,1.619
06/07/2000,1.6263,1.6284,1.613
07/07/2000,1.6278,1.6328,1.6226
10/07/2000,1.6243,1.627,1.6195
11/07/2000,1.6289,1.6342,1.62
12/07/2000,1.6516,1.6554,1.6254
13/07/2000,1.6552,1.664,1.6507
14/07/2000,1.6513,1.6605,1.6502
17/07/2000,1.656,1.6582,1.6465
18/07/2000,1.6738,1.6797,1.6535
19/07/2000,1.6781,1.6868,1.673
20/07/2000,1.6621,1.6835,1.6604
21/07/2000,1.6591,1.6673,1.6555
24/07/2000,1.6659,1.6708,1.6585
25/07/2000,1.6548,1.667,1.648
26/07/2000,1.6497,1.6545,1.643
27/07/2000,1.6632,1.6634,1.6455
28/07/2000,1.6764,1.6783,1.661
31/07/2000,1.6695,1.679,1.6653
01/08/2000,1.686,1.6865,1.667
02/08/2000,1.6908,1.6951,1.68
03/08/2000,1.7044,1.714,1.682
04/08/2000,1.7053,1.7163,1.7018
07/08/2000,1.7032,1.7095,1.6991
08/08/2000,1.7119,1.7198,1.703
09/08/2000,1.7182,1.724,1.7098
10/08/2000,1.7053,1.715,1.7016
11/08/2000,1.7203,1.7232,1.6975
14/08/2000,1.7195,1.7263,1.716
15/08/2000,1.7094,1.7205,1.707
16/08/2000,1.7067,1.72,1.7015
17/08/2000,1.7051,1.715,1.7045
18/08/2000,1.7213,1.724,1.7025
21/08/2000,1.7316,1.7331,1.719
22/08/2000,1.7389,1.744,1.7275
23/08/2000,1.7224,1.7495,1.7218
24/08/2000,1.7108,1.724,1.7084
25/08/2000,1.7097,1.7255,1.7042
28/08/2000,1.7127,1.7168,1.707
29/08/2000,1.7336,1.7366,1.7139
30/08/2000,1.7335,1.746,1.731
31/08/2000,1.7421,1.7494,1.7265
01/09/2000,1.7232,1.7465,1.7173
04/09/2000,1.7285,1.7325,1.719
05/09/2000,1.7462,1.7526,1.727
06/09/2000,1.7783,1.7808,1.7435
07/09/2000,1.7732,1.7915,1.7676
08/09/2000,1.7794,1.7918,1.7705
11/09/2000,1.7739,1.7902,1.7684
12/09/2000,1.7674,1.7755,1.7558
13/09/2000,1.7672,1.7725,1.755
14/09/2000,1.7724,1.7758,1.751
15/09/2000,1.7837,1.787,1.7625
18/09/2000,1.7835,1.789,1.7764
19/09/2000,1.7768,1.791,1.7722
20/09/2000,1.7783,1.788,1.774
21/09/2000,1.7665,1.781,1.7638
22/09/2000,1.7305,1.7693,1.716
25/09/2000,1.7391,1.7436,1.7235
26/09/2000,1.7254,1.739,1.7245
27/09/2000,1.7236,1.7342,1.7175
28/09/2000,1.7301,1.736,1.721
29/09/2000,1.728,1.7425,1.7227
02/10/2000,1.735,1.7365,1.7215
03/10/2000,1.7358,1.7388,1.7305
04/10/2000,1.737,1.7421,1.7255
05/10/2000,1.7502,1.7535,1.7325
06/10/2000,1.7503,1.7561,1.744
09/10/2000,1.7545,1.755,1.7445
10/10/2000,1.7458,1.756,1.7395
11/10/2000,1.7422,1.744,1.728
12/10/2000,1.7424,1.7554,1.7358
13/10/2000,1.77,1.7713,1.7395
16/10/2000,1.7755,1.7846,1.7655
17/10/2000,1.7664,1.7839,1.7658
18/10/2000,1.7898,1.7997,1.7517
19/10/2000,1.7856,1.791,1.782
20/10/2000,1.7831,1.7974,1.7775
23/10/2000,1.7979,1.8002,1.7834
24/10/2000,1.7962,1.8007,1.7885
25/10/2000,1.8197,1.8234,1.7955
26/10/2000,1.8203,1.8295,1.8128
27/10/2000,1.8064,1.822,1.8019
30/10/2000,1.8069,1.81,1.7905
31/10/2000,1.7979,1.812,1.7937
01/11/2000,1.7744,1.8015,1.7716
02/11/2000,1.7746,1.7805,1.766
03/11/2000,1.7586,1.7805,1.7455
06/11/2000,1.7687,1.779,1.749
07/11/2000,1.7666,1.7744,1.76
08/11/2000,1.7775,1.786,1.7521
09/11/2000,1.7565,1.7832,1.7534
10/11/2000,1.7677,1.7708,1.7495
13/11/2000,1.7666,1.7731,1.7575
14/11/2000,1.7743,1.7793,1.7635
15/11/2000,1.7785,1.783,1.765
16/11/2000,1.7899,1.7918,1.775
17/11/2000,1.8005,1.8008,1.779
20/11/2000,1.7964,1.8064,1.7913
21/11/2000,1.8035,1.8074,1.7875
22/11/2000,1.7993,1.8068,1.7935
23/11/2000,1.8135,1.814,1.798
24/11/2000,1.8039,1.8175,1.8023
27/11/2000,1.7762,1.8085,1.7753
28/11/2000,1.7622,1.781,1.7594
29/11/2000,1.7604,1.764,1.751
30/11/2000,1.7301,1.762,1.7265
01/12/2000,1.724,1.7371,1.722
04/12/2000,1.7007,1.7295,1.6972
05/12/2000,1.714,1.7184,1.6965
06/12/2000,1.7017,1.7185,1.6994
07/12/2000,1.7015,1.7067,1.6897
08/12/2000,1.7116,1.7163,1.6979
11/12/2000,1.7125,1.7208,1.703
12/12/2000,1.7126,1.7178,1.7005
13/12/2000,1.7169,1.7255,1.7095
14/12/2000,1.6935,1.716,1.6921
15/12/2000,1.6809,1.6905,1.675
18/12/2000,1.6826,1.686,1.6695
19/12/2000,1.6856,1.6986,1.677
20/12/2000,1.6715,1.6885,1.669
21/12/2000,1.6655,1.6775,1.6625
22/12/2000,1.6474,1.6645,1.6445
25/12/2000,1.6467,1.6467,1.6467
26/12/2000,1.6265,1.646,1.6265
27/12/2000,1.6386,1.645,1.6265
28/12/2000,1.6362,1.6485,1.635
29/12/2000,1.629,1.64,1.6182
01/01/2001,1.629,1.629,1.629
02/01/2001,1.6018,1.62,1.5985
03/01/2001,1.6291,1.6331,1.59
04/01/2001,1.605,1.6315,1.5995
05/01/2001,1.5976,1.6113,1.5935
08/01/2001,1.6035,1.6128,1.597
09/01/2001,1.6146,1.6221,1.6075
10/01/2001,1.6261,1.6271,1.611
11/01/2001,1.6122,1.6285,1.605
12/01/2001,1.6185,1.6247,1.607
15/01/2001,1.6345,1.639,1.617
16/01/2001,1.6355,1.643,1.6315
17/01/2001,1.6464,1.6537,1.631
18/01/2001,1.6186,1.644,1.6137
19/01/2001,1.6385,1.6393,1.609
22/01/2001,1.6359,1.654,1.6315
23/01/2001,1.6322,1.6351,1.623
24/01/2001,1.6572,1.6602,1.634
25/01/2001,1.6552,1.6715,1.6503
26/01/2001,1.6515,1.6608,1.6395
29/01/2001,1.6574,1.6591,1.6475
30/01/2001,1.6456,1.6615,1.6445
31/01/2001,1.6355,1.6505,1.635
01/02/2001,1.629,1.6355,1.6234
02/02/2001,1.646,1.6497,1.628
05/02/2001,1.6382,1.645,1.6302
06/02/2001,1.6566,1.6588,1.6375
07/02/2001,1.6516,1.661,1.644
08/02/2001,1.67,1.6747,1.652
09/02/2001,1.6579,1.6775,1.6549
12/02/2001,1.6534,1.66,1.649
13/02/2001,1.6688,1.6735,1.6505
14/02/2001,1.6675,1.6742,1.666
15/02/2001,1.6943,1.6983,1.668
16/02/2001,1.6762,1.693,1.672
19/02/2001,1.669,1.6808,1.6638
20/02/2001,1.6869,1.6954,1.664
21/02/2001,1.6886,1.694,1.6714
22/02/2001,1.6921,1.6985,1.68
23/02/2001,1.672,1.696,1.667
26/02/2001,1.6857,1.6905,1.6715
27/02/2001,1.6768,1.69,1.6707
28/02/2001,1.67,1.6795,1.666
01/03/2001,1.65,1.6715,1.6479
02/03/2001,1.648,1.654,1.6395
05/03/2001,1.6517,1.6558,1.6425
06/03/2001,1.6505,1.6595,1.6484
07/03/2001,1.6584,1.6611,1.644
08/03/2001,1.6534,1.6597,1.65
09/03/2001,1.653,1.6591,1.6465
12/03/2001,1.6583,1.6645,1.6505
13/03/2001,1.6837,1.6872,1.6555
14/03/2001,1.6928,1.6945,1.669
15/03/2001,1.7076,1.7175,1.686
16/03/2001,1.7124,1.721,1.7075
19/03/2001,1.7064,1.7145,1.7025
20/03/2001,1.6913,1.7065,1.6907
21/03/2001,1.7119,1.7151,1.684
22/03/2001,1.7237,1.7315,1.7095
23/03/2001,1.7223,1.73,1.709
26/03/2001,1.7144,1.7225,1.7112
27/03/2001,1.7181,1.7225,1.7071
28/03/2001,1.7267,1.729,1.7075
29/03/2001,1.7285,1.7338,1.7215
30/03/2001,1.7414,1.745,1.7244
02/04/2001,1.7346,1.745,1.726
03/04/2001,1.7041,1.7355,1.7029
04/04/2001,1.6932,1.7085,1.689
05/04/2001,1.7032,1.7065,1.684
06/04/2001,1.6939,1.7115,1.6902
09/04/2001,1.7014,1.7023,1.6905
10/04/2001,1.7185,1.7208,1.699
11/04/2001,1.711,1.726,1.7087
12/04/2001,1.7064,1.7182,1.7009
13/04/2001,1.709,1.709,1.703
16/04/2001,1.7183,1.7227,1.71
17/04/2001,1.7318,1.7356,1.7088
18/04/2001,1.7308,1.7585,1.7255
19/04/2001,1.7101,1.738,1.7067
20/04/2001,1.6922,1.7083,1.6896
23/04/2001,1.7055,1.7102,1.6855
24/04/2001,1.714,1.7151,1.695
25/04/2001,1.7075,1.719,1.7023
26/04/2001,1.703,1.713,1.6995
27/04/2001,1.7263,1.7314,1.6995
30/04/2001,1.7326,1.7386,1.723
01/05/2001,1.7287,1.7375,1.7246
02/05/2001,1.7282,1.736,1.724
03/05/2001,1.7332,1.7377,1.7195
04/05/2001,1.727,1.7335,1.7152
07/05/2001,1.7321,1.7336,1.708
08/05/2001,1.7444,1.7465,1.73
09/05/2001,1.7424,1.746,1.7391
10/05/2001,1.7426,1.749,1.729
11/05/2001,1.7489,1.7548,1.7425
14/05/2001,1.7513,1.7556,1.7498
15/05/2001,1.7446,1.7525,1.7412
16/05/2001,1.7333,1.751,1.7276
17/05/2001,1.7392,1.7435,1.726
18/05/2001,1.7445,1.7518,1.7377
21/05/2001,1.7469,1.7525,1.7395
22/05/2001,1.7675,1.7715,1.7465
23/05/2001,1.7804,1.7835,1.7655
24/05/2001,1.7787,1.789,1.7725
25/05/2001,1.7779,1.7865,1.7705
28/05/2001,1.7785,1.7795,1.7735
29/05/2001,1.7804,1.7877,1.774
30/05/2001,1.7785,1.785,1.7755
31/05/2001,1.7959,1.8008,1.778
01/06/2001,1.7939,1.802,1.79
04/06/2001,1.7942,1.7987,1.7828
05/06/2001,1.7795,1.797,1.777
06/06/2001,1.7919,1.7999,1.7715
07/06/2001,1.793,1.8033,1.7891
08/06/2001,1.7914,1.7995,1.788
11/06/2001,1.8027,1.8063,1.786
12/06/2001,1.7895,1.806,1.79
13/06/2001,1.7908,1.7943,1.781
14/06/2001,1.7692,1.797,1.7679
15/06/2001,1.7785,1.779,1.7589
18/06/2001,1.777,1.784,1.772
19/06/2001,1.7794,1.7905,1.777
20/06/2001,1.7855,1.7941,1.7823
21/06/2001,1.7776,1.7864,1.774
22/06/2001,1.7758,1.7845,1.7717
25/06/2001,1.7673,1.7735,1.7617
26/06/2001,1.7647,1.7713,1.7585
27/06/2001,1.7669,1.7704,1.7595
28/06/2001,1.8004,1.803,1.764
29/06/2001,1.7944,1.802,1.7931
02/07/2001,1.7966,1.803,1.7915
03/07/2001,1.7966,1.7995,1.793
04/07/2001,1.7985,1.803,1.795
05/07/2001,1.8189,1.8205,1.796
06/07/2001,1.7938,1.822,1.7915
09/07/2001,1.7965,1.8,1.7885
10/07/2001,1.7805,1.795,1.7787
